year,ID,Estimate; HOUSEHOLDS BY TYPE - Total households,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Estimate; RELATIONSHIP - Population in households,Estimate; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years,Estimate; GRANDPARENTS - Number of grandparents responsible for own grandchildren under 18 years,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; PLACE OF BIRTH - Total population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Native,Estimate; YEAR OF ENTRY - Foreign born,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population£» excluding population born at sea,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; ANCESTRY - Total population,number
0,21121,12573.0,4073.0,3296.0,2.44,3.04,30731.0,12079.0,13228.0,782.0,533.0,7425.0,20852.0,23800.0,31331.0,31765.0,264.0,328.0,64.0,264.0,264.0,29581.0,31765.0,483
1,21121,12541.0,3636.0,3444.0,2.48,3.15,31129.0,12176.0,13244.0,601.0,316.0,7181.0,21024.0,23932.0,31375.0,31820.0,196.0,257.0,61.0,196.0,196.0,29648.0,31820.0,281
2,21121,12421.0,3550.0,3456.0,2.51,3.14,31186.0,12203.0,13254.0,808.0,412.0,7474.0,21112.0,24070.0,31387.0,31874.0,178.0,249.0,71.0,178.0,178.0,29717.0,31874.0,307
3,21121,12350.0,3529.0,3524.0,2.53,3.17,31198.0,12212.0,13271.0,649.0,414.0,7571.0,21113.0,24171.0,31352.0,31865.0,330.0,352.0,22.0,330.0,330.0,29847.0,31865.0,295
4,21121,12524.0,3671.0,3655.0,2.49,3.14,31169.0,12307.0,13264.0,704.0,445.0,7647.0,21187.0,24197.0,31344.0,31857.0,269.0,284.0,15.0,269.0,269.0,29851.0,31857.0,305
5,21121,12467.0,3539.0,3738.0,2.5,3.15,31141.0,12316.0,13267.0,703.0,412.0,7584.0,21295.0,24275.0,31396.0,31809.0,219.0,231.0,12.0,219.0,219.0,29825.0,31809.0,433
6,21121,12333.0,3933.0,3780.0,2.52,3.09,31044.0,12313.0,13269.0,731.0,445.0,7689.0,21288.0,24256.0,31367.0,31740.0,445.0,521.0,76.0,445.0,445.0,29817.0,31740.0,333
0,21123,5005.0,1544.0,1353.0,2.78,3.34,13915.0,5648.0,5754.0,261.0,114.0,3361.0,9639.0,10756.0,13906.0,14080.0,218.0,304.0,86.0,218.0,218.0,13291.0,14080.0,74
1,21123,5035.0,1474.0,1404.0,2.77,3.4,13929.0,5737.0,5777.0,296.0,136.0,3383.0,9635.0,10852.0,14059.0,14162.0,209.0,306.0,97.0,209.0,209.0,13413.0,14162.0,34
2,21123,5269.0,1678.0,1483.0,2.64,3.19,13928.0,5829.0,5723.0,361.0,194.0,3325.0,9675.0,10871.0,14016.0,14175.0,187.0,277.0,90.0,187.0,187.0,13392.0,14175.0,23
3,21123,5221.0,1675.0,1473.0,2.66,3.09,13895.0,5628.0,5868.0,326.0,216.0,3377.0,9699.0,10843.0,14004.0,14149.0,162.0,289.0,127.0,162.0,162.0,13414.0,14149.0,47.0
4,21123,5294.0,1699.0,1513.0,2.62,3.05,13886.0,5730.0,5862.0,296.0,209.0,3340.0,9800.0,10921.0,14002.0,14149.0,281.0,448.0,167.0,281.0,281.0,13414.0,14149.0,71
5,21123,5328.0,1631.0,1580.0,2.6,3.09,13873.0,5675.0,5909.0,293.0,182.0,3187.0,9816.0,10963.0,13969.0,14149.0,245.0,419.0,174.0,245.0,245.0,13410.0,14149.0,27
6,21123,5485.0,1705.0,1622.0,2.53,2.91,13851.0,5652.0,5963.0,213.0,125.0,3084.0,9905.0,10995.0,13914.0,14127.0,285.0,466.0,181.0,285.0,285.0,13388.0,14127.0,24
0,21125,21714.0,7902.0,5076.0,2.64,3.08,57367.0,22441.0,23728.0,1503.0,977.0,13301.0,39043.0,43718.0,57406.0,58155.0,473.0,700.0,227.0,473.0,473.0,54286.0,58155.0,623
1,21125,22002.0,7900.0,5161.0,2.63,3.03,57887.0,22620.0,23993.0,1600.0,1020.0,13370.0,39460.0,44160.0,57710.0,58590.0,698.0,915.0,217.0,698.0,698.0,54648.0,58590.0,688
2,21125,22490.0,7916.0,5361.0,2.59,3.04,58171.0,22814.0,24092.0,1725.0,1003.0,13347.0,39784.0,44480.0,57949.0,58891.0,730.0,914.0,184.0,730.0,730.0,54972.0,58891.0,356
3,21125,22931.0,8138.0,5547.0,2.55,2.96,58431.0,22932.0,24312.0,1810.0,1032.0,13590.0,40098.0,44829.0,58387.0,59178.0,693.0,946.0,253.0,693.0,693.0,55335.0,59178.0,391
4,21125,23184.0,7990.0,5718.0,2.53,2.98,58755.0,23096.0,24549.0,1539.0,797.0,13686.0,40485.0,45241.0,58691.0,59535.0,700.0,923.0,223.0,700.0,700.0,55740.0,59535.0,485
5,21125,23164.0,7724.0,6014.0,2.54,3.03,58943.0,23295.0,24622.0,1545.0,929.0,13315.0,40652.0,45444.0,58993.0,59751.0,764.0,1008.0,244.0,764.0,764.0,55934.0,59751.0,273
6,21125,23029.0,7753.0,6327.0,2.57,3.1,59125.0,23335.0,24874.0,1771.0,950.0,13364.0,40879.0,45670.0,59266.0,59950.0,569.0,981.0,412.0,569.0,569.0,56303.0,59950.0,382
0,21127,5647.0,1765.0,1522.0,2.77,3.38,15667.0,6266.0,6511.0,403.0,247.0,3539.0,10714.0,12064.0,15649.0,15841.0,50.0,58.0,8.0,50.0,50.0,14708.0,15841.0,92
1,21127,5800.0,1783.0,1671.0,2.71,3.24,15745.0,6277.0,6565.0,286.0,213.0,3406.0,10828.0,12163.0,15744.0,15899.0,76.0,92.0,16.0,76.0,76.0,14770.0,15899.0,39
2,21127,5666.0,1754.0,1650.0,2.78,3.36,15746.0,6264.0,6570.0,213.0,196.0,3296.0,10828.0,12182.0,15779.0,15889.0,52.0,74.0,22.0,52.0,52.0,14772.0,15889.0,36
3,21127,5823.0,1736.0,1617.0,2.7,3.24,15738.0,6250.0,6552.0,244.0,199.0,3366.0,10839.0,12186.0,15753.0,15877.0,90.0,123.0,33.0,90.0,90.0,14791.0,15877.0,75
4,21127,5940.0,1767.0,1682.0,2.65,3.16,15719.0,6245.0,6529.0,314.0,201.0,3450.0,10863.0,12213.0,15728.0,15850.0,206.0,234.0,28.0,206.0,206.0,14837.0,15850.0,50
5,21127,6033.0,1778.0,1822.0,2.6,3.07,15709.0,6211.0,6542.0,304.0,161.0,3413.0,10897.0,12206.0,15626.0,15821.0,192.0,217.0,25.0,192.0,192.0,14820.0,15821.0,88
6,21127,6142.0,1869.0,1870.0,2.57,3.1,15760.0,6264.0,6475.0,457.0,205.0,3476.0,10899.0,12157.0,15698.0,15870.0,177.0,215.0,38.0,177.0,177.0,14821.0,15870.0,72
0,21129,2750.0,804.0,690.0,2.49,3.05,6860.0,3681.0,2927.0,121.0,58.0,1571.0,5625.0,6301.0,7734.0,7865.0,29.0,36.0,7.0,29.0,29.0,7499.0,7865.0,53
1,21129,2827.0,850.0,754.0,2.5,3.06,7067.0,3673.0,2931.0,140.0,59.0,1528.0,5641.0,6304.0,7743.0,7858.0,83.0,88.0,5.0,83.0,83.0,7497.0,7858.0,142
2,21129,2828.0,865.0,761.0,2.48,3.11,7017.0,3666.0,2924.0,240.0,207.0,1540.0,5652.0,6298.0,7772.0,7831.0,67.0,72.0,5.0,67.0,67.0,7470.0,7831.0,74
3,21129,2951.0,813.0,885.0,2.28,2.85,6724.0,3408.0,2962.0,204.0,175.0,1486.0,5494.0,6080.0,7506.0,7554.0,64.0,64.0,0.0,64.0,64.0,7226.0,7554.0,74
4,21129,2957.0,758.0,874.0,2.31,3.09,6842.0,3592.0,2900.0,187.0,135.0,1540.0,5613.0,6200.0,7632.0,7681.0,79.0,79.0,0.0,79.0,79.0,7347.0,7681.0,31
5,21129,2859.0,681.0,925.0,2.2,2.97,6294.0,3132.0,2823.0,171.0,120.0,1554.0,5136.0,5670.0,7098.0,7119.0,47.0,47.0,0.0,47.0,47.0,6788.0,7119.0,55
6,21129,2821.0,653.0,915.0,2.19,2.91,6173.0,2990.0,2762.0,231.0,176.0,1459.0,4962.0,5477.0,6806.0,6896.0,13.0,13.0,0.0,13.0,13.0,6535.0,6896.0,54
0,21131,4450.0,1286.0,1142.0,2.56,3.26,11395.0,4505.0,4877.0,308.0,198.0,2569.0,7850.0,8897.0,11379.0,11470.0,31.0,36.0,5.0,31.0,31.0,10774.0,11470.0,141
1,21131,4428.0,1445.0,1070.0,2.54,3.16,11250.0,4568.0,4757.0,395.0,286.0,2540.0,7894.0,8872.0,11278.0,11388.0,35.0,37.0,2.0,35.0,35.0,10685.0,11388.0,95
2,21131,4317.0,1390.0,1060.0,2.58,3.21,11154.0,4537.0,4726.0,310.0,205.0,2495.0,7872.0,8835.0,11224.0,11318.0,29.0,33.0,4.0,29.0,29.0,10621.0,11318.0,154
3,21131,4206.0,1389.0,1112.0,2.62,3.17,11031.0,4389.0,4790.0,330.0,195.0,2405.0,7842.0,8782.0,11122.0,11220.0,26.0,26.0,0.0,26.0,26.0,10530.0,11220.0,89
4,21131,4212.0,1365.0,1102.0,2.59,3.17,10910.0,4337.0,4747.0,204.0,124.0,2412.0,7766.0,8698.0,11029.0,11128.0,24.0,24.0,0.0,24.0,24.0,10436.0,11128.0,52
5,21131,4150.0,1276.0,1203.0,2.59,3.19,10753.0,4390.0,4610.0,340.0,201.0,2312.0,7724.0,8613.0,10903.0,10997.0,17.0,21.0,4.0,17.0,17.0,10320.0,10997.0,28
6,21131,4074.0,1149.0,1256.0,2.61,3.2,10613.0,4347.0,4512.0,263.0,147.0,2227.0,7658.0,8476.0,10787.0,10869.0,37.0,103.0,66.0,37.0,37.0,10217.0,10869.0,57
0,21133,9586.0,2829.0,2548.0,2.53,3.08,24237.0,9711.0,10313.0,799.0,568.0,5261.0,17044.0,18980.0,24227.0,24462.0,101.0,169.0,68.0,101.0,101.0,22947.0,24462.0,292
1,21133,9300.0,2685.0,2577.0,2.6,3.21,24226.0,9717.0,10260.0,908.0,658.0,5152.0,17060.0,18969.0,24119.0,24449.0,97.0,163.0,66.0,97.0,97.0,22929.0,24449.0,241
2,21133,9324.0,2801.0,2620.0,2.59,3.16,24110.0,9667.0,10240.0,969.0,636.0,5113.0,17061.0,18934.0,24042.0,24336.0,61.0,133.0,72.0,61.0,61.0,22861.0,24336.0,112
3,21133,9366.0,2716.0,2661.0,2.56,3.13,23968.0,9611.0,10171.0,987.0,699.0,4965.0,16997.0,18847.0,23913.0,24202.0,85.0,127.0,42.0,85.0,85.0,22705.0,24202.0,105
4,21133,9391.0,2787.0,2708.0,2.53,3.04,23723.0,9531.0,10032.0,871.0,640.0,4986.0,16904.0,18697.0,23738.0,23965.0,76.0,135.0,59.0,76.0,76.0,22519.0,23965.0,114
5,21133,9592.0,2867.0,2866.0,2.44,2.92,23422.0,9430.0,9972.0,803.0,531.0,4788.0,16744.0,18510.0,23393.0,23671.0,163.0,200.0,37.0,163.0,163.0,22289.0,23671.0,111
6,21133,10017.0,3189.0,2934.0,2.31,2.72,23135.0,9253.0,9907.0,829.0,549.0,4886.0,16557.0,18285.0,23143.0,23382.0,81.0,152.0,71.0,81.0,81.0,21994.0,23382.0,101
0,21135,5030.0,1569.0,1498.0,2.74,3.25,13772.0,5527.0,5560.0,218.0,126.0,3122.0,9616.0,10663.0,13829.0,13968.0,35.0,35.0,0.0,35.0,35.0,13117.0,13968.0,59
1,21135,4983.0,1414.0,1497.0,2.76,3.27,13735.0,5665.0,5549.0,207.0,139.0,3137.0,9515.0,10596.0,13841.0,13946.0,19.0,34.0,15.0,19.0,19.0,13070.0,13946.0,53
2,21135,4925.0,1523.0,1502.0,2.78,3.27,13698.0,5546.0,5639.0,345.0,217.0,3310.0,9574.0,10588.0,13751.0,13889.0,44.0,85.0,41.0,44.0,44.0,13020.0,13889.0,52
3,21135,5003.0,1566.0,1490.0,2.74,3.18,13684.0,5614.0,5600.0,298.0,125.0,3157.0,9503.0,10620.0,13784.0,13859.0,10.0,28.0,18.0,10.0,10.0,13013.0,13859.0,60
4,21135,5222.0,1668.0,1581.0,2.62,3.1,13686.0,5580.0,5625.0,264.0,120.0,3224.0,9501.0,10620.0,13744.0,13848.0,28.0,54.0,26.0,28.0,28.0,13001.0,13848.0,86
5,21135,5373.0,1791.0,1582.0,2.54,2.97,13642.0,5574.0,5609.0,323.0,203.0,3137.0,9505.0,10615.0,13685.0,13790.0,38.0,70.0,32.0,38.0,38.0,12960.0,13790.0,76
6,21135,5431.0,1692.0,1646.0,2.49,2.94,13500.0,5541.0,5621.0,309.0,172.0,3019.0,9500.0,10620.0,13519.0,13646.0,42.0,65.0,23.0,42.0,42.0,12933.0,13646.0,23
0,21137,9983.0,3541.0,2623.0,2.47,3.02,24611.0,9557.0,10147.0,580.0,278.0,5793.0,16612.0,18466.0,24553.0,24779.0,20.0,167.0,147.0,20.0,20.0,23156.0,24779.0,64
1,21137,9793.0,3525.0,2649.0,2.5,3.07,24523.0,9601.0,10044.0,599.0,340.0,5841.0,16553.0,18483.0,24513.0,24758.0,56.0,168.0,112.0,56.0,56.0,23112.0,24758.0,143
2,21137,9767.0,3514.0,2679.0,2.5,3.02,24443.0,9555.0,10080.0,680.0,350.0,5602.0,16621.0,18489.0,24360.0,24671.0,41.0,161.0,120.0,41.0,41.0,22992.0,24671.0,61
3,21137,9692.0,3382.0,2798.0,2.52,2.98,24380.0,9452.0,10289.0,668.0,322.0,5427.0,16785.0,18639.0,24345.0,24602.0,72.0,178.0,106.0,72.0,72.0,22988.0,24602.0,52
4,21137,9693.0,3378.0,2934.0,2.51,2.97,24325.0,9441.0,10207.0,750.0,290.0,5560.0,16775.0,18652.0,24234.0,24546.0,84.0,158.0,74.0,84.0,84.0,22915.0,24546.0,68
5,21137,9770.0,3638.0,3031.0,2.48,2.86,24278.0,9432.0,10198.0,971.0,652.0,5280.0,16790.0,18639.0,24169.0,24498.0,82.0,116.0,34.0,82.0,82.0,22884.0,24498.0,63
6,21137,9721.0,3463.0,3137.0,2.49,2.95,24189.0,9484.0,10143.0,1074.0,693.0,5254.0,16801.0,18626.0,24140.0,24424.0,96.0,221.0,125.0,96.0,96.0,22818.0,24424.0,48
0,21139,3605.0,951.0,1145.0,2.62,3.12,9463.0,3894.0,4022.0,292.0,175.0,1932.0,6839.0,7509.0,9467.0,9514.0,69.0,92.0,23.0,69.0,69.0,9022.0,9514.0,26
1,21139,3576.0,931.0,1150.0,2.62,3.08,9357.0,3900.0,4010.0,185.0,136.0,1960.0,6795.0,7541.0,9474.0,9503.0,70.0,105.0,35.0,70.0,70.0,8997.0,9503.0,17
2,21139,3553.0,931.0,1183.0,2.63,3.08,9358.0,3884.0,3995.0,216.0,181.0,1971.0,6817.0,7524.0,9426.0,9479.0,55.0,80.0,25.0,55.0,55.0,8953.0,9479.0,31
3,21139,3569.0,876.0,1230.0,2.62,3.08,9361.0,3832.0,4022.0,255.0,166.0,1968.0,6827.0,7514.0,9377.0,9467.0,76.0,94.0,18.0,76.0,76.0,8954.0,9467.0,55
4,21139,3708.0,853.0,1279.0,2.52,3.01,9357.0,3854.0,3969.0,236.0,171.0,1977.0,6817.0,7488.0,9356.0,9443.0,57.0,84.0,27.0,57.0,57.0,8913.0,9443.0,46
5,21139,3826.0,966.0,1314.0,2.44,2.88,9332.0,3883.0,3934.0,383.0,240.0,1993.0,6813.0,7462.0,9349.0,9394.0,55.0,68.0,13.0,55.0,55.0,8848.0,9394.0,35
6,21139,3880.0,932.0,1358.0,2.4,2.84,9293.0,3881.0,3926.0,402.0,262.0,1905.0,6815.0,7445.0,9295.0,9353.0,37.0,42.0,5.0,37.0,37.0,8825.0,9353.0,52
0,21141,10697.0,3610.0,2922.0,2.39,2.88,25571.0,10616.0,10941.0,722.0,523.0,5800.0,18300.0,20408.0,26520.0,26838.0,918.0,1079.0,161.0,918.0,918.0,25069.0,26838.0,111
1,21141,11044.0,3713.0,2963.0,2.4,2.84,26470.0,10347.0,11080.0,828.0,564.0,6005.0,18232.0,20176.0,26474.0,26841.0,454.0,609.0,155.0,454.0,454.0,25077.0,26841.0,157
2,21141,10899.0,3466.0,3086.0,2.42,2.94,26427.0,10400.0,11028.0,834.0,539.0,6109.0,18222.0,20149.0,26456.0,26786.0,412.0,573.0,161.0,412.0,412.0,25100.0,26786.0,140
3,21141,10912.0,3394.0,3125.0,2.43,2.95,26480.0,10408.0,11072.0,705.0,456.0,6004.0,18341.0,20234.0,26493.0,26822.0,402.0,566.0,164.0,402.0,402.0,25101.0,26822.0,200
4,21141,10862.0,2913.0,3181.0,2.44,3.05,26520.0,10483.0,11000.0,456.0,301.0,6268.0,18216.0,20337.0,26552.0,26844.0,195.0,323.0,128.0,195.0,195.0,25234.0,26844.0,204
5,21141,10870.0,2981.0,3260.0,2.44,2.99,26555.0,10488.0,11063.0,462.0,285.0,6090.0,18250.0,20350.0,26524.0,26851.0,298.0,408.0,110.0,298.0,298.0,25213.0,26851.0,172
6,21141,10682.0,2916.0,3277.0,2.48,3.09,26438.0,10425.0,11096.0,499.0,335.0,5997.0,18219.0,20314.0,26482.0,26757.0,258.0,330.0,72.0,258.0,258.0,25108.0,26757.0,175
0,21143,3272.0,758.0,1210.0,2.02,2.39,6606.0,4079.0,3236.0,26.0,3.0,1259.0,6532.0,7052.0,8320.0,8367.0,17.0,59.0,42.0,17.0,17.0,8037.0,8367.0,56
1,21143,3295.0,715.0,1171.0,2.05,2.53,6760.0,4083.0,3307.0,33.0,5.0,1229.0,6648.0,7150.0,8332.0,8347.0,58.0,110.0,52.0,58.0,58.0,8040.0,8347.0,21
2,21143,3278.0,609.0,1129.0,2.09,2.66,6854.0,4129.0,3243.0,59.0,7.0,1176.0,6644.0,7140.0,8324.0,8336.0,39.0,51.0,12.0,39.0,39.0,8033.0,8336.0,28
3,21143,3294.0,542.0,1206.0,2.12,2.82,6990.0,4092.0,3243.0,78.0,12.0,1312.0,6593.0,7097.0,8375.0,8394.0,48.0,71.0,23.0,48.0,48.0,8096.0,8394.0,62
4,21143,3263.0,545.0,1255.0,2.17,2.84,7077.0,4111.0,3313.0,75.0,18.0,1278.0,6672.0,7194.0,8391.0,8415.0,93.0,118.0,25.0,93.0,93.0,8122.0,8415.0,104
5,21143,3230.0,571.0,1253.0,2.19,2.79,7061.0,4104.0,3328.0,96.0,34.0,1255.0,6629.0,7207.0,8377.0,8402.0,117.0,125.0,8.0,117.0,117.0,8122.0,8402.0,110
6,21143,3326.0,592.0,1268.0,2.09,2.65,6962.0,4142.0,3218.0,83.0,35.0,1168.0,6584.0,7127.0,8263.0,8325.0,142.0,159.0,17.0,142.0,142.0,8042.0,8325.0,191
0,21145,27541.0,8619.0,7660.0,2.32,2.87,64028.0,24989.0,28037.0,1199.0,649.0,15084.0,45586.0,50387.0,64381.0,65217.0,1173.0,1589.0,416.0,1173.0,1173.0,61256.0,65217.0,386
1,21145,27182.0,8440.0,7597.0,2.36,2.9,64171.0,25239.0,28031.0,1151.0,719.0,15170.0,45827.0,50654.0,64683.0,65451.0,1252.0,1645.0,393.0,1252.0,1252.0,61562.0,65451.0,516
2,21145,27293.0,8298.0,7702.0,2.36,2.91,64303.0,25260.0,28134.0,1406.0,758.0,14969.0,45985.0,50826.0,64812.0,65558.0,1357.0,1671.0,314.0,1357.0,1357.0,61691.0,65558.0,404
3,21145,27037.0,8027.0,7806.0,2.38,2.98,64354.0,25269.0,28237.0,1420.0,800.0,15089.0,46094.0,50964.0,65022.0,65610.0,1343.0,1735.0,392.0,1343.0,1343.0,61752.0,65610.0,470
4,21145,27409.0,7823.0,7930.0,2.35,2.95,64301.0,25413.0,28158.0,1364.0,737.0,15017.0,46102.0,51024.0,64889.0,65545.0,1524.0,1758.0,234.0,1524.0,1524.0,61722.0,65545.0,388
5,21145,27514.0,7579.0,8084.0,2.33,2.98,64131.0,25278.0,28202.0,1276.0,739.0,14914.0,46038.0,50974.0,64592.0,65408.0,1572.0,1823.0,251.0,1572.0,1572.0,61538.0,65408.0,404
6,21145,27950.0,7679.0,8281.0,2.29,2.96,64005.0,25071.0,28308.0,1399.0,717.0,15107.0,46026.0,50925.0,64453.0,65292.0,1529.0,1841.0,312.0,1529.0,1529.0,61364.0,65292.0,438
0,21147,6351.0,2137.0,1627.0,2.6,3.06,16543.0,7623.0,6917.0,372.0,291.0,4204.0,11958.0,13649.0,17849.0,18122.0,148.0,207.0,59.0,148.0,148.0,16913.0,18122.0,136
1,21147,6333.0,2138.0,1591.0,2.58,3.02,16352.0,8046.0,6734.0,484.0,382.0,4137.0,12330.0,13967.0,18040.0,18201.0,173.0,230.0,57.0,173.0,173.0,17050.0,18201.0,69
2,21147,6287.0,1794.0,1655.0,2.59,3.14,16257.0,8167.0,6688.0,403.0,326.0,4172.0,12408.0,14086.0,18027.0,18204.0,172.0,236.0,64.0,172.0,172.0,17058.0,18204.0,61
3,21147,6312.0,1992.0,1638.0,2.57,3.05,16195.0,8137.0,6690.0,450.0,350.0,4103.0,12370.0,14087.0,18052.0,18163.0,152.0,243.0,91.0,152.0,152.0,17031.0,18163.0,109
4,21147,6210.0,2116.0,1685.0,2.6,3.09,16132.0,8092.0,6659.0,566.0,456.0,4100.0,12667.0,14058.0,18036.0,18073.0,141.0,228.0,87.0,141.0,141.0,16974.0,18073.0,108
5,21147,6277.0,2147.0,1577.0,2.56,3.04,16066.0,8075.0,6506.0,622.0,519.0,4063.0,12275.0,13920.0,17943.0,18001.0,121.0,174.0,53.0,121.0,121.0,16774.0,18001.0,99
6,21147,6252.0,2059.0,1665.0,2.54,3.03,15869.0,8058.0,6515.0,556.0,468.0,3937.0,12283.0,13851.0,17756.0,17850.0,71.0,149.0,78.0,71.0,71.0,16749.0,17850.0,69
0,21149,3736.0,1301.0,957.0,2.51,2.97,9387.0,3768.0,3934.0,184.0,168.0,2403.0,6533.0,7294.0,9494.0,9635.0,27.0,65.0,38.0,27.0,27.0,9026.0,9635.0,65
1,21149,3765.0,1313.0,1052.0,2.52,3.05,9498.0,3748.0,3972.0,171.0,125.0,2406.0,6569.0,7300.0,9495.0,9604.0,61.0,95.0,34.0,61.0,61.0,9026.0,9604.0,40
2,21149,3699.0,1212.0,1104.0,2.55,3.11,9450.0,3722.0,3972.0,237.0,134.0,2279.0,6557.0,7277.0,9457.0,9554.0,53.0,89.0,36.0,53.0,53.0,8993.0,9554.0,54.5
3,21149,3770.0,1227.0,1127.0,2.5,3.01,9426.0,3726.0,3940.0,242.0,128.0,2273.0,6562.0,7269.0,9448.0,9524.0,80.0,124.0,44.0,80.0,80.0,8979.0,9524.0,69
4,21149,3744.0,1224.0,1158.0,2.52,3.02,9419.0,3724.0,3928.0,270.0,126.0,2221.0,6576.0,7260.0,9418.0,9510.0,86.0,128.0,42.0,86.0,86.0,8955.0,9510.0,69
5,21149,3759.0,1139.0,1203.0,2.5,2.96,9416.0,3721.0,3921.0,207.0,53.0,2147.0,6575.0,7260.0,9398.0,9500.0,98.0,141.0,43.0,98.0,98.0,8940.0,9500.0,43
6,21149,3751.0,1149.0,1244.0,2.51,2.94,9408.0,3722.0,3904.0,277.0,146.0,2091.0,6578.0,7247.0,9389.0,9492.0,90.0,139.0,49.0,90.0,90.0,8950.0,9492.0,47
0,21151,30756.0,9809.0,6287.0,2.45,2.94,75357.0,31941.0,34836.0,1547.0,1023.0,26445.0,49941.0,63823.0,80303.0,81580.0,2146.0,2516.0,370.0,2146.0,2146.0,76392.0,81580.0,465
1,21151,31130.0,9992.0,6451.0,2.46,2.94,76518.0,32333.0,35164.0,1433.0,1022.0,26626.0,50496.0,64529.0,81111.0,82363.0,1967.0,2451.0,484.0,1967.0,1967.0,77358.0,82363.0,368
2,21151,31281.0,10070.0,6587.0,2.48,2.99,77515.0,32755.0,35406.0,1572.0,1046.0,26671.0,51198.0,65258.0,82010.0,83174.0,1782.0,2331.0,549.0,1782.0,1782.0,78041.0,83174.0,592
3,21151,31484.0,10333.0,7007.0,2.49,2.98,78290.0,33091.0,35710.0,1565.0,1022.0,26821.0,51571.0,65962.0,82946.0,83976.0,1765.0,2323.0,558.0,1765.0,1765.0,79060.0,83976.0,713
4,21151,31752.0,9992.0,7194.0,2.5,3.03,79379.0,34000.0,36427.0,1536.0,938.0,27771.0,52281.0,67489.0,84459.0,85485.0,1702.0,2246.0,544.0,1702.0,1702.0,80588.0,85485.0,642
5,21151,32064.0,9901.0,7623.0,2.49,3.04,79859.0,34011.0,36710.0,1508.0,764.0,27734.0,52635.0,67684.0,84838.0,85838.0,1876.0,2399.0,523.0,1876.0,1876.0,80969.0,85838.0,609
6,21151,32409.0,9735.0,7783.0,2.5,3.07,80931.0,34618.0,37343.0,1762.0,887.0,28157.0,53115.0,68842.0,86348.0,87324.0,2096.0,2671.0,575.0,2096.0,2096.0,82329.0,87324.0,711
0,21153,4671.0,1533.0,1209.0,2.83,3.55,13218.0,5180.0,5395.0,223.0,138.0,3374.0,8528.0,9959.0,13098.0,13294.0,0.0,68.0,68.0,0.0,0.0,12738.0,13294.0,57
1,21153,4795.0,1720.0,1197.0,2.74,3.35,13151.0,5196.0,5421.0,298.0,147.0,2937.0,8943.0,10017.0,13005.0,13286.0,0.0,59.0,59.0,0.0,0.0,12485.0,13286.0,82
2,21153,4985.0,1772.0,1241.0,2.62,3.17,13083.0,5231.0,5362.0,255.0,154.0,2986.0,8981.0,10046.0,13043.0,13229.0,0.0,9.0,9.0,0.0,0.0,12437.0,13229.0,41
3,21153,4931.0,1619.0,1276.0,2.64,3.22,13032.0,5198.0,5372.0,312.0,211.0,3009.0,8959.0,10018.0,13047.0,13179.0,24.0,24.0,0.0,24.0,24.0,12425.0,13179.0,110
4,21153,4928.0,1618.0,1280.0,2.62,3.23,12931.0,5212.0,5337.0,379.0,245.0,3058.0,8910.0,9998.0,12906.0,13076.0,70.0,70.0,0.0,70.0,70.0,12345.0,13076.0,39
5,21153,4996.0,1672.0,1305.0,2.57,3.16,12837.0,5199.0,5300.0,492.0,374.0,2988.0,8912.0,9977.0,12824.0,12979.0,47.0,47.0,0.0,47.0,47.0,12232.0,12979.0,86
6,21153,5027.0,1589.0,1352.0,2.54,3.11,12745.0,5186.0,5224.0,428.0,327.0,2998.0,8842.0,9887.0,12735.0,12887.0,64.0,68.0,4.0,64.0,64.0,12102.0,12887.0,39
0,21155,7135.0,2226.0,1881.0,2.54,3.18,18113.0,8067.0,7552.0,268.0,160.0,4788.0,13135.0,14651.0,19319.0,19619.0,329.0,379.0,50.0,329.0,329.0,18279.0,19619.0,133
1,21155,7206.0,2385.0,1807.0,2.54,3.16,18301.0,8205.0,7582.0,259.0,145.0,4797.0,13281.0,14786.0,19476.0,19735.0,349.0,393.0,44.0,349.0,349.0,18456.0,19735.0,91
2,21155,7423.0,2517.0,1884.0,2.49,3.08,18474.0,8214.0,7644.0,309.0,150.0,4837.0,13416.0,14923.0,19616.0,19872.0,424.0,446.0,22.0,424.0,424.0,18518.0,19872.0,132
3,21155,7368.0,2467.0,1937.0,2.52,3.17,18557.0,8238.0,7693.0,372.0,193.0,4735.0,13509.0,15028.0,19684.0,19943.0,387.0,416.0,29.0,387.0,387.0,18621.0,19943.0,71
